,school_id,grad_rate_all,grad_rate_native,grad_rate_asian,grad_rate_black,grad_rate_hispanic,grad_rate_mixed,grad_rate_linc
10164,260100104734.0,40.0,,,40.0,,,40.0
10165,260100104793.0,70.0,,,70.0,,,70.0
10166,260100104813.0,55.0,,,55.0,,,55.0
10167,260100104830.0,50.0,,,50.0,,,50.0
10168,260100608389.0,40.0,,,40.0,,,40.0
10169,260101308336.0,,,,,,,
10170,260101708383.0,60.0,,,,,,50.0
10171,260101908370.0,45.0,,,,,,20.0
10172,260102308403.0,11.0,,,,,,11.0
10173,260102308423.0,11.0,,,11.0,,,11.0
10174,260102508682.0,21.0,,,,,,
10175,260102808329.0,60.0,,,,,,60.0
10176,260102906170.0,60.0,,,60.0,,,70.0
10177,260103008322.0,80.0,,,80.0,,,80.0
10178,260103408339.0,11.0,,,,,,
10179,260104008512.0,40.0,,,,,,
10180,260104308495.0,80.0,,,,,,
10181,260104408497.0,,,,,,,
10182,260105008571.0,54.0,,,40.0,21.0,,40.0
10183,260105608577.0,11.0,,,,,,11.0
10184,260105608679.0,,,,,,,
10185,260105808544.0,20.0,,,,,,
10186,260106108531.0,,,,,,,80.0
10187,260106208462.0,85.0,,,85.0,,,80.0
10188,260106308558.0,21.0,,,,,,21.0
10189,260106508541.0,40.0,,,21.0,,,21.0
10190,260106608474.0,10.0,,,11.0,,,15.0
10191,260107008516.0,36.0,,,30.0,21.0,21.0,30.0
10192,260107208593.0,30.0,,,,,,21.0
10193,260107408589.0,21.0,,,,,,21.0
10194,260107608613.0,30.0,,,30.0,,,30.0
10195,260107708627.0,30.0,,,40.0,,,25.0
10196,260108008635.0,70.0,,,,,,
10197,260108108594.0,70.0,,,70.0,,,70.0
10198,260108808645.0,,,,,,,
10199,260109108654.0,10.0,,,,,,
10200,260109208670.0,11.0,,,,,,
10201,260109507913.0,85.0,,,,80.0,,80.0
10202,260109708715.0,,,,,,,
10203,260110300079.0,90.0,,,90.0,,,90.0
10204,260110300086.0,,,,,,,
10205,260110300093.0,,,,,,,
10206,260110300279.0,,,,,,,
10207,260110300749.0,,,,,,,
10208,260110301423.0,40.0,,,40.0,,,40.0
10209,260110301703.0,,,,,,,
10210,260110301920.0,,,,,,,
10211,260110304669.0,98.0,,,98.0,,,97.0
10212,260110304703.0,82.0,,,82.0,,,80.0
10213,260110304802.0,60.0,,,60.0,,,60.0
10214,260110304857.0,79.0,,,80.0,80.0,,75.0
10215,260110304906.0,95.0,,,,,,
10216,260110307415.0,60.0,,,60.0,,,60.0
10217,260110307786.0,,,,,,,
10218,260110307972.0,80.0,,,80.0,,,80.0
10219,260110307984.0,80.0,,,80.0,,,75.0
10220,260110308006.0,65.0,,,65.0,,,60.0
10221,260110308040.0,40.0,,,40.0,,,40.0
10222,260110308050.0,60.0,,,60.0,,,60.0
10223,260110308073.0,80.0,,,80.0,,,80.0
10224,260110308084.0,90.0,,,90.0,,,
10225,260110308271.0,90.0,,,90.0,,,90.0
10226,260110308306.0,77.0,,,78.0,,,75.0
10227,260110508757.0,20.0,,,,,,
10228,260189003921.0,,,,,,,
10229,260192003923.0,80.0,,,,,,60.0
10230,260195002061.0,40.0,,,,,,
10231,260195003927.0,,,,,,,90.0
10232,260198003939.0,,,,,,,
10233,260198008031.0,,,,,,,
10234,260198008428.0,40.0,,,,,,
10235,260201003946.0,,,,,,,
10236,260204003949.0,,,,,,,
10237,260216003955.0,,,,,,,80.0
10238,260219003960.0,90.0,,,,,,
10239,260219008684.0,,,,,,,
10240,260222000110.0,,,,,,,
10241,260222003966.0,85.0,,,,,,70.0
10242,260252001018.0,40.0,,,,,,40.0
10243,260252003971.0,95.0,,,,,,
10244,260255001572.0,21.0,,,,,,
10245,260255003976.0,,,,,,,
10246,260264003980.0,90.0,,,,,,
10247,260267003982.0,,,,,,,
10248,260273001594.0,40.0,,,,,,40.0
10249,260273003984.0,92.0,,,,,,85.0
10250,260279000922.0,,,,,,,
10251,260279003997.0,96.0,,,,,,
10252,260282001180.0,30.0,,,30.0,,,20.0
10253,260282004029.0,93.0,,90.0,80.0,60.0,,85.0
10254,260282004032.0,93.0,,,85.0,,,70.0
10255,260282004033.0,,,,,,,
10256,260282007761.0,96.0,,,90.0,,,85.0
10257,260306004041.0,,,,,,,
10258,260324004042.0,,,,,,,
10259,260324008269.0,,,,,,,
10260,260348004046.0,,,,,,,
10261,260351004048.0,,,,,,,
10262,260354004051.0,85.0,,,80.0,,,80.0
10263,260354004053.0,21.0,,,,,,
10264,260357004057.0,,,,,,,
10265,260360004059.0,80.0,,,,,,
10266,260369000667.0,60.0,,,60.0,,,40.0
10267,260369004067.0,97.0,,,,,,
10268,260381004068.0,,,,,,,60.0
10269,260387004072.0,75.0,,,,60.0,,70.0
10270,260387007447.0,,,,,,,
10271,260390004081.0,,,,,,,90.0
10272,260390008729.0,,,,,,,
10273,260399004084.0,70.0,,,,,,60.0
10274,260402004088.0,,,,,,,
10275,260417004090.0,90.0,,,,,,
10276,260426000800.0,30.0,,,,,,21.0
10277,260426004094.0,88.0,,,,,,80.0
10278,260426004113.0,94.0,,,,,,80.0
10279,260429007510.0,,,,,,,
10280,260432004118.0,,,,,,,
10281,260435004123.0,,,,,,,
10282,260444004125.0,85.0,,,,,,80.0
10283,260447004128.0,92.0,,,,,,80.0
10284,260450004133.0,65.0,,,70.0,,,60.0
10285,260453004142.0,90.0,,,,,,85.0
10286,260462004147.0,,,,,,,
10287,260465004150.0,50.0,,,,,,
10288,260474004152.0,70.0,,,,,,70.0
10289,260480004160.0,,,,,,,
10290,260480008508.0,,,,,,,
10291,260483004162.0,75.0,,,80.0,,,75.0
10292,260483007861.0,30.0,,,40.0,,,30.0
10293,260495004182.0,85.0,,,,,,70.0
10294,260495008155.0,21.0,,,,,,21.0
10295,260501004187.0,96.0,,,,,,
10296,260543001563.0,30.0,,,,,,40.0
10297,260543004199.0,90.0,,,,,,80.0
10298,260543008175.0,,,,,,,
10299,260543008467.0,,,,,,,
10300,260543008470.0,15.0,,,,,,20.0
10301,260543008478.0,20.0,,,,,,21.0
10302,260543008485.0,20.0,,,,,,20.0
10303,260543008529.0,,,,,,,
10304,260543008584.0,30.0,,,,,,21.0
10305,260543008607.0,21.0,,,,,,
10306,260543008617.0,10.0,,,,,,
10307,260543008642.0,,,,,,,
10308,260543008711.0,,,,,,,
10309,260543008730.0,20.0,,,,,,21.0
10310,260543008736.0,,,,,,,
10311,260543008753.0,,,,,,,
10312,260569004202.0,,,,,,,
10313,260578000643.0,,,,,,,
10314,260578004205.0,90.0,,,,,,80.0
10315,260582004210.0,,,,,,,
10316,260582007768.0,40.0,,,,,,
10317,260585004217.0,95.0,,,,,,
10318,260585004226.0,98.0,,,,,,
10319,260600004229.0,,,,,,,
10320,260609004241.0,,,,,,,
10321,260609008480.0,95.0,,,,,,
10322,260627004247.0,75.0,,,,,,70.0
10323,260650000818.0,,,,,,,
10324,260650004252.0,90.0,,,,,,80.0
10325,260651004255.0,,,,,,,
10326,260657004257.0,88.0,,,,,,60.0
10327,260660000469.0,,,,,,,
10328,260660004262.0,,,,,,,
10329,260663000839.0,,,,,,,
10330,260663004263.0,,,,,,,
10331,260672004267.0,90.0,,,,,,
10332,260678004274.0,75.0,,,80.0,,,70.0
10333,260684004281.0,,,,,,,
10334,260687004283.0,97.0,,,,,,
10335,260687007925.0,50.0,,,,,,40.0
10336,260690004291.0,80.0,,,,,,
10337,260693008119.0,,,,,,,
10338,260696004294.0,85.0,,,,,,70.0
10339,260699001117.0,21.0,,,,,,21.0
10340,260699004300.0,,,,,,,
10341,260704000269.0,,,,,,,
10342,260704004301.0,,,,,,,
10343,260708004305.0,,,,,,,
10344,260708008605.0,21.0,,,,,,21.0
10345,260714004308.0,,,,,,,
10346,260714008624.0,21.0,,,,,,
10347,260714008702.0,,,,,,,
10348,260717004313.0,70.0,,,,,,60.0
10349,260732004320.0,,,,,,,
10350,260741004327.0,,,,,,,
10351,260747004328.0,,,,,,,
10352,260753004329.0,85.0,,,,,,
10353,260756004332.0,92.0,,,,,,80.0
10354,260759004340.0,90.0,,,,,,80.0
10355,260759007733.0,11.0,,,,,,11.0
10356,260762001462.0,,,,,,,
10357,260762004346.0,95.0,,,,,,80.0
10358,260769001863.0,40.0,,,,,,
10359,260769004352.0,75.0,,,,,,70.0
10360,260771004355.0,80.0,,,,,,60.0
10361,260780004358.0,90.0,,,,,,
10362,260780008331.0,,,,,,,
10363,260789000507.0,,,,,,,
10364,260789001811.0,11.0,,,,,,11.0
10365,260789004373.0,92.0,,,90.0,,,90.0
10366,260789007793.0,80.0,,,,,,
10367,260789008695.0,,,,,,,
10368,260801004374.0,,,,,,,
10369,260801008629.0,,,,,,,
10370,260804000994.0,40.0,,,,,,40.0
10371,260804004376.0,85.0,,,,,,70.0
10372,260807001816.0,30.0,,,,,,30.0
10373,260807004379.0,,,,,,,
10374,260813004383.0,,,,,,,
10375,260813008553.0,,,,,,,
10376,260816001828.0,,,,,,,
10377,260816004387.0,,,,,,,
10378,260828004388.0,60.0,,,,,,
10379,260840004391.0,90.0,,,,,,
10380,260843000809.0,,,,,,,
10381,260843004397.0,80.0,,,,,,80.0
10382,260852000585.0,40.0,,,,,,40.0
10383,260852004400.0,,,,,,,
10384,260858004404.0,90.0,,,,,,90.0
10385,260858008255.0,11.0,,,,,,
10386,260858008507.0,,,,,,,
10387,260861004410.0,,,,,,,
10388,260864004412.0,90.0,,,,,,70.0
10389,260867000991.0,,,,,,,
10390,260867004417.0,,,,,,,
10391,260873004419.0,90.0,,,,,,80.0
10392,260877004422.0,80.0,,,,,,70.0
10393,260888004428.0,,,,,,,
10394,260891001614.0,40.0,,,,,,
10395,260891004432.0,,,,,,,90.0
10396,260891008440.0,,,,,,,
10397,260894004437.0,90.0,,,,,,60.0
10398,260915004444.0,90.0,,,,,,80.0
10399,260915008784.0,,,,,,,
10400,260956000938.0,,,,,,,
10401,260956004452.0,85.0,,,,,,80.0
10402,260957000623.0,96.0,,,80.0,,,85.0
10403,260957001803.0,11.0,,,,,,21.0
10404,260957004454.0,96.0,,,,,,
10405,260957007865.0,,,,,,,
10406,260975000123.0,,,,,,,
10407,260975004465.0,,,,,,,
10408,260984004469.0,80.0,,,80.0,,,70.0
10409,260990001554.0,30.0,,,,,,21.0
10410,260990004475.0,97.0,,,,,,
10411,260990008777.0,,,,,,,
10412,260993004481.0,85.0,,,,,,70.0
10413,261002004485.0,80.0,,,,,,
10414,261005004490.0,85.0,,,,,,
10415,261005008502.0,,,,,,,
10416,261008001881.0,20.0,,,20.0,,,15.0
10417,261008004491.0,85.0,,,80.0,,,90.0
10418,261008008214.0,15.0,,,15.0,,,10.0
10419,261008008232.0,,,,,,,
10420,261008008235.0,35.0,,,40.0,,,30.0
10421,261008008252.0,15.0,,,15.0,,,15.0
10422,261008008749.0,11.0,,,,,,
10423,261011004498.0,90.0,,,,,,85.0
10424,261011007828.0,11.0,,,,,,
10425,261014004502.0,83.0,,,,,,70.0
10426,261020004511.0,80.0,,,,,,
10427,261038004515.0,85.0,,,,,,80.0
10428,261038008113.0,,,,,,,
10429,261041004521.0,,,,,,,
10430,261056004524.0,60.0,,,,,,60.0
10431,261059000157.0,,,,,,,11.0
10432,261059004525.0,80.0,,,,,,70.0
10433,261062004532.0,85.0,,,,60.0,,70.0
10434,261065004538.0,,,,,,,
10435,261075004540.0,,,,,,,
10436,261075007891.0,,,,,,,
10437,261083004546.0,,,,,,,80.0
10438,261086004554.0,,,,,,,80.0
10439,261098004556.0,,,,,,,
10440,261103004561.0,90.0,,,,,,
10441,261103008598.0,,,,,,,
10442,261114004565.0,,,,,,,
10443,261114008699.0,21.0,,,,,,21.0
10444,261119004569.0,,,,,,,
10445,261140004572.0,90.0,,,,,,
10446,261143000135.0,40.0,,,,,,30.0
10447,261143004574.0,97.0,,,,,,90.0
10448,261155004582.0,98.0,,,,,,
10449,261160004587.0,96.0,,,,,,
10450,261160004590.0,95.0,,,,,,90.0
10451,261160004591.0,96.0,,,,,,96.0
10452,261160004612.0,,,,,,,
10453,261160007810.0,,,,,,,
10454,261160008095.0,,,,,,,
10455,261161004618.0,75.0,,,70.0,,,80.0
10456,261161008179.0,,,,,,,
10457,261164004621.0,85.0,,,85.0,,,85.0
10458,261164007904.0,15.0,,,11.0,,,11.0
10459,261164008604.0,30.0,,,21.0,,,21.0
10460,261167004624.0,80.0,,,,,,70.0
10461,261170004628.0,80.0,,,,,,60.0
10462,261191000112.0,21.0,,,,,,21.0
10463,261191004631.0,80.0,,,,,,80.0
10464,261197004634.0,,,,,,,
10465,261203004916.0,,,,,,,
10466,261203008790.0,,,,,,,
10467,261215004920.0,,,,,,,
10468,261215004924.0,,,,,,,90.0
10469,261224004926.0,,,,,,,
10470,261230001389.0,40.0,,,,,,
10471,261230004929.0,,,,,,,
10472,261233004934.0,80.0,,,,,,60.0
10473,261242001412.0,60.0,,,,,,60.0
10474,261242004941.0,,,,,,,
10475,261242004943.0,90.0,,,,,,
10476,261245000193.0,20.0,,,20.0,,,20.0
10477,261245004950.0,89.0,,,90.0,,60.0,90.0
10478,261248004961.0,97.0,,,,,,
10479,261254004967.0,,,,,,,
10480,261254008667.0,,,,,,,
10481,261256004969.0,70.0,,,,,,40.0
10482,261260004971.0,92.0,,,80.0,,,85.0
10483,261269001856.0,,,,,,,
10484,261269004981.0,,,,,,,
10485,261281004986.0,80.0,,,,,,80.0
10486,261281008569.0,,,,,,,
10487,261293004988.0,75.0,,,75.0,,,70.0
10488,261293008570.0,,,,,,,
10489,261296004994.0,70.0,,,,,,60.0
10490,261299005001.0,90.0,,,,,,80.0
10491,261305005002.0,,,,,,,
10492,261305008321.0,,,,,,,
10493,261309005007.0,80.0,,,,,,60.0
10494,261311005011.0,,,,,,,
10495,261350005014.0,,,,,,,
10496,261350008581.0,,,,,,,
10497,261353005024.0,90.0,,,,,,
10498,261356005030.0,80.0,,,,,,80.0
10499,261407004371.0,50.0,,,40.0,,,21.0
10500,261407005039.0,94.0,,,90.0,,,
10501,261407005045.0,95.0,,,,,,
10502,261407005054.0,91.0,,60.0,90.0,,,85.0
10503,261410001782.0,40.0,,,,,,60.0
10504,261410005058.0,90.0,,,,,,80.0
10505,261423001571.0,,,,,,,
10506,261423005062.0,90.0,,,,,,85.0
10507,261425005068.0,90.0,,,,,,70.0
10508,261425008756.0,,,,,,,
10509,261428001901.0,,,,,,,
10510,261428005072.0,,,,,,,
10511,261428008350.0,20.0,,,15.0,,,15.0
10512,261446005082.0,90.0,,,90.0,,,90.0
10513,261446008625.0,11.0,,,,,,
10514,261452002043.0,40.0,,,40.0,,,40.0
10515,261452005114.0,80.0,,,80.0,,,80.0
10516,261452005122.0,80.0,,,85.0,,,80.0
10517,261452008443.0,,,,,,,
10518,261455005145.0,87.0,,,,,,85.0
10519,261457005151.0,80.0,,,,,,60.0
10520,261461001662.0,,,,,,,60.0
10521,261461005155.0,96.0,,,,,,60.0
10522,261461005158.0,92.0,,,60.0,,,70.0
10523,261469005162.0,75.0,,,,,,50.0
10524,261470005168.0,,,,,,,
10525,261473005170.0,94.0,,,,,,80.0
10526,261473008221.0,,,,,,,
10527,261476005172.0,,,,,,,
10528,261479005176.0,,,,,,,
10529,261482005179.0,95.0,,,,,,90.0
10530,261506005188.0,90.0,,,,,,
10531,261515005192.0,21.0,,,,,,21.0
10532,261515005194.0,90.0,,,,,,80.0
10533,261539001794.0,,,,,,,
10534,261539005199.0,90.0,,,,,,80.0
10535,261539007822.0,,,,,,,
10536,261542001617.0,30.0,,,,,,30.0
10537,261542005202.0,,,,,,,
10538,261545005205.0,90.0,,,,,,
10539,261545008314.0,,,,,,,
10540,261554002045.0,50.0,,,50.0,,,55.0
10541,261554005213.0,90.0,,,,,,80.0
10542,261554005219.0,,,,,,,
10543,261560008159.0,,,,,,,
10544,261573005225.0,80.0,,,,,,60.0
10545,261575005229.0,80.0,,,,,,70.0
10546,261583005233.0,,,,,,,
10547,261587000770.0,,,,,,,
10548,261587005236.0,93.0,,,,,,
10549,261587008793.0,,,,,,,
10550,261597005245.0,60.0,60.0,,,,,60.0
10551,261599000518.0,,,,,,,
10552,261599007485.0,85.0,,,,,,70.0
10553,261602005253.0,,,,,,,
10554,261605005256.0,85.0,,,,,,80.0
10555,261605008357.0,,,,,,,
10556,261608000588.0,60.0,,,,60.0,,60.0
10557,261608005260.0,85.0,,,,85.0,,85.0
10558,261611000897.0,21.0,,,,,,
10559,261611005261.0,90.0,,,,80.0,,90.0
10560,261632005267.0,,,,,,,
10561,261635005272.0,91.0,,,90.0,,,80.0
10562,261638005278.0,50.0,,,,,,40.0
10563,261638005282.0,95.0,,,,,,85.0
10564,261638008122.0,,,,,,,
10565,261638008318.0,30.0,,,,,,
10566,261641005293.0,89.0,,,,,,80.0
10567,261644000574.0,,,,,,,
10568,261644000878.0,,,,,,,
10569,261644000881.0,,,,,,,
10570,261644000885.0,50.0,,,40.0,,,60.0
10571,261644000888.0,,,,,,,
10572,261644005328.0,,,,,,,
10573,261644005338.0,65.0,,,65.0,,,60.0
10574,261644005350.0,75.0,,,70.0,80.0,60.0,75.0
10575,261644005355.0,,,,,,,
10576,261644007902.0,,,,,,,
10577,261644008226.0,,,,,,,
10578,261644008543.0,90.0,,,,90.0,,90.0
10579,261647005381.0,91.0,,,,,,80.0
10580,261650002052.0,,,,,,,
10581,261650005387.0,85.0,,,,60.0,,70.0
10582,261683005391.0,,,,,,,
10583,261716005395.0,90.0,,,,,,85.0
10584,261716008750.0,,,,,,,
10585,261722005401.0,,,,,,,
10586,261725005406.0,90.0,,,,,,70.0
10587,261725008228.0,,,,,,,
10588,261725008242.0,21.0,,,,,,
10589,261737005412.0,,,,,,,
10590,261740005416.0,90.0,,,,,,
10591,261740008148.0,40.0,,,,,,
10592,261752005421.0,85.0,,,60.0,,,85.0
10593,261752007965.0,60.0,,40.0,60.0,,,65.0
10594,261755005426.0,85.0,,,,,,60.0
10595,261764005429.0,85.0,,,,,,
10596,261764008225.0,,,,,,,
10597,261770005432.0,,,,,,,
10598,261773005437.0,90.0,,,,,,
10599,261776005441.0,90.0,,,90.0,,,85.0
10600,261776008223.0,,,,,,,
10601,261776008328.0,20.0,,,20.0,,,20.0
10602,261776008490.0,,,,,,,
10603,261782000105.0,,,,,,,
10604,261782005444.0,,,,,,,
10605,261786005450.0,90.0,,,,,,
10606,261788005453.0,,,,,,,
10607,261788008746.0,,,,,,,
10608,261791000090.0,40.0,,,,,,
10609,261791005458.0,98.0,,,,,,
10610,261791008404.0,,,,,,,
10611,261794005467.0,,,,,,,80.0
10612,261797005473.0,85.0,,,,,,70.0
10613,261803000962.0,11.0,,,21.0,,,11.0
10614,261803001697.0,,,,,,,
10615,261803005475.0,80.0,,,75.0,,,75.0
10616,261803008345.0,,,,,,,
10617,261803008385.0,,,,,,,
10618,261803008393.0,40.0,,,,,,40.0
10619,261803008563.0,,,,,,,
10620,261803008776.0,,,,,,,
10621,261818001908.0,,,,,,,
10622,261818005487.0,,,,,,,
10623,261818008674.0,,,,,,,
10624,261827001896.0,,,,,,,
10625,261827005491.0,80.0,,,,,,
10626,261836005503.0,60.0,,,,,,40.0
10627,261839005507.0,90.0,,,,,,80.0
10628,261839007796.0,,,,,,,
10629,261842005512.0,89.0,,,,80.0,,85.0
10630,261842008030.0,30.0,,,,20.0,,20.0
10631,261845005522.0,83.0,,,,,,70.0
10632,261848005529.0,94.0,,,,80.0,,85.0
10633,261848005530.0,,,,,,,
10634,261848008267.0,21.0,,,,,,
10635,261851005536.0,,,,,,,
10636,261851008459.0,,,,,,,
10637,261854005538.0,,,,,,,
10638,261857005542.0,90.0,,,,,,
10639,261860000981.0,,,,,,,
10640,261860001615.0,40.0,,,,,,40.0
10641,261860005545.0,85.0,,,,,,80.0
10642,261872005550.0,89.0,,40.0,,,,75.0
10643,261881005556.0,,,,,,,
10644,261881008227.0,,,,,,,
10645,261884005563.0,95.0,,,,,,85.0
10646,261893005567.0,85.0,,,,,,60.0
10647,261893008552.0,,,,,,,
10648,261899001398.0,20.0,,,,,,20.0
10649,261899005574.0,91.0,,,,,,60.0
10650,261899005584.0,97.0,,,,,,
10651,261905005587.0,,,,,,,
10652,261910000053.0,,,,,,,
10653,261910005589.0,,,,,,,
10654,261917005599.0,80.0,,,,,,70.0
10655,261925001313.0,21.0,,,,,,21.0
10656,261925005601.0,90.0,,,,,,90.0
10657,261941001227.0,11.0,,,,,,
10658,261941005611.0,,,,,,,
10659,261947001791.0,,,,,,,
10660,261947005612.0,,,,,,,
10661,261953005619.0,,,,,,,
10662,261958005620.0,90.0,,,,,,
10663,261962000871.0,6.0,,,,,,
10664,261962005629.0,93.0,,,,,,85.0
10665,261962008719.0,21.0,,,,,,
10666,261980005636.0,85.0,,,,,,60.0
10667,261983005645.0,96.0,,,,,,85.0
10668,261983008230.0,,,,,,,
10669,261989005647.0,80.0,,,,,,
10670,261992005650.0,85.0,,,,,,80.0
10671,261992005652.0,,,,,,,
10672,261995000047.0,35.0,,,30.0,,,40.0
10673,261995005663.0,78.0,,,70.0,50.0,60.0,65.0
10674,261995005677.0,83.0,,,75.0,,,70.0
10675,261995008761.0,,,,,,,
10676,262001005681.0,70.0,,,,,,70.0
10677,262005001063.0,,,,,,,
10678,262005005685.0,85.0,,,,,,80.0
10679,262007005692.0,84.0,,,80.0,60.0,,80.0
10680,262016005697.0,85.0,,,,80.0,,85.0
10681,262016008622.0,21.0,,,,,,40.0
10682,262028005702.0,89.0,,,,,,80.0
10683,262031005708.0,90.0,,,,,,
10684,262031008219.0,,,,,,,
10685,262034001583.0,35.0,,,40.0,,,35.0
10686,262034005721.0,89.0,,90.0,90.0,85.0,,86.0
10687,262038005722.0,90.0,,,,,,80.0
10688,262040005724.0,80.0,,,,,,60.0
10689,262055005727.0,90.0,,,,,,
10690,262061007749.0,75.0,,,,,,70.0
10691,262067005730.0,90.0,,,,,,80.0
10692,262070005734.0,,,,,,,
10693,262073002034.0,,,,,,,
10694,262073005739.0,97.0,,,,,,85.0
10695,262073008778.0,,,,,,,
10696,262082005745.0,94.0,,,,,,80.0
10697,262085005749.0,94.0,,,,,,90.0
10698,262088005759.0,96.0,,,,,,90.0
10699,262091005764.0,90.0,,,,,,70.0
10700,262094005766.0,85.0,,,,,,70.0
10701,262098005774.0,90.0,,,,,,80.0
10702,262112005781.0,85.0,,,,,,75.0
10703,262112007673.0,,,,,,,
10704,262115000043.0,,,,,,,
10705,262115005792.0,80.0,,,70.0,80.0,,75.0
10706,262115005794.0,78.0,,70.0,80.0,70.0,,70.0
10707,262115005803.0,65.0,,,65.0,,,65.0
10708,262115008358.0,,,,,,,
10709,262118005840.0,90.0,,,,,,80.0
10710,262118007659.0,40.0,,,,,,30.0
10711,262121005845.0,,,,,,,
10712,262124001915.0,,,,,,,
10713,262124005847.0,,,,,,,
10714,262139005849.0,,,,,,,
10715,262142005850.0,,,,,,,
10716,262145005852.0,85.0,,,,,,80.0
10717,262145008189.0,,,,,,,
10718,262157005855.0,86.0,,,85.0,,,80.0
10719,262160005866.0,80.0,,,80.0,75.0,,75.0
10720,262169005870.0,95.0,,,,,,80.0
10721,262175005873.0,,,,,,,
10722,262181005875.0,60.0,,,,,,
10723,262184005877.0,96.0,,,,,,
10724,262184005882.0,89.0,,,70.0,,,75.0
10725,262184005903.0,93.0,,,,,,80.0
10726,262187002057.0,,,,,,,
10727,262187005912.0,97.0,,,,,,
10728,262187005918.0,97.0,,,60.0,,,90.0
10729,262187008075.0,35.0,,,21.0,,,30.0
10730,262205005926.0,95.0,,,,,,
10731,262205005928.0,,,,,,,
10732,262220005933.0,85.0,,,,,,70.0
10733,262223005938.0,,,,,,,
10734,262226005939.0,,,,,,,
10735,262229001280.0,50.0,,,60.0,,,50.0
10736,262229005943.0,90.0,,,,,,80.0
10737,262229008352.0,,,,,,,
10738,262232005947.0,85.0,,,,80.0,,70.0
10739,262235005949.0,85.0,,,,,,80.0
10740,262238005952.0,,,,,,,
10741,262241005957.0,80.0,,,,,,60.0
10742,262247000992.0,,,,,,,
10743,262247005963.0,90.0,,,,,,80.0
10744,262250005966.0,90.0,,,,,,80.0
10745,262262001595.0,,,,,,,
10746,262262005970.0,,,,,,,
10747,262274000121.0,,,,,,,
10748,262274005973.0,,,,,,,
10749,262280005976.0,80.0,,,,,,60.0
10750,262286005980.0,90.0,,,,,,80.0
10751,262297001536.0,50.0,,,,,,40.0
10752,262297005985.0,,,,,,,
10753,262298005986.0,,,,,,,
10754,262304005989.0,,,,,,,
10755,262307005994.0,91.0,,,,,,70.0
10756,262310006001.0,,,,,,,
10757,262310008771.0,,,,,,,
10758,262313006003.0,90.0,,,,,,80.0
10759,262313008413.0,,,,,,,
10760,262316006008.0,,,,,,,
10761,262325006011.0,96.0,,,,,,
10762,262328006013.0,70.0,,,,,,60.0
10763,262331006016.0,85.0,,,,,,
10764,262346006021.0,85.0,,,,90.0,,90.0
10765,262349006025.0,,,,,,,
10766,262352006027.0,,,,,,,
10767,262355006032.0,85.0,,,,,,60.0
10768,262358008394.0,85.0,,,,,,
10769,262361006040.0,50.0,,,,,,40.0
10770,262367006044.0,70.0,,,,,,60.0
10771,262379006047.0,,,,,,,
10772,262382006060.0,96.0,,,,,,90.0
10773,262382006068.0,96.0,,,,,,80.0
10774,262383001054.0,,,,,,,
10775,262385006072.0,90.0,,,,,,70.0
10776,262385008718.0,,,,,,,
10777,262391006075.0,90.0,,,,,,80.0
10778,262391007824.0,60.0,,,,,,
10779,262400006080.0,70.0,,,,,,60.0
10780,262412006085.0,90.0,,,,,,75.0
10781,262415000652.0,20.0,,,,,,20.0
10782,262415006099.0,93.0,,,80.0,,,85.0
10783,262418006100.0,,,,,,,
10784,262442001827.0,20.0,,,,,,
10785,262442006104.0,90.0,,,,,,
10786,262457006109.0,80.0,,,,,,
10787,262460006111.0,90.0,,,,,,80.0
10788,262463006114.0,70.0,,,,,,60.0
10789,262469006118.0,50.0,,,50.0,,,50.0
10790,262472006125.0,20.0,,,,,,20.0
10791,262472006128.0,85.0,,,,,,85.0
10792,262475006135.0,91.0,,,,,,75.0
10793,262475007729.0,11.0,,,,,,
10794,262481006140.0,,,,,,,
10795,262484006152.0,85.0,,,90.0,,,90.0
10796,262484008375.0,70.0,,,80.0,,,70.0
10797,262496001591.0,60.0,,,,,,
10798,262496006174.0,90.0,,,,,,
10799,262502002051.0,,,,,,,
10800,262502006179.0,,,,,,,
10801,262514006181.0,,,,,,,
10802,262523006184.0,80.0,,,60.0,,,70.0
10803,262523008215.0,,,,,,,
10804,262529006186.0,,,,,,,
10805,262532006190.0,80.0,,,,,,80.0
10806,262535006195.0,,,,,,,60.0
10807,262540006202.0,,,,,,,
10808,262556000116.0,40.0,,,,,,40.0
10809,262556002056.0,,,,,,,
10810,262556006206.0,,,,,,,90.0
10811,262556006209.0,,,,,,,
10812,262556008282.0,30.0,,,,,,
10813,262565006211.0,60.0,,,,,,
10814,262568001770.0,60.0,,,,,,
10815,262568006213.0,,,,,,,
10816,262574006220.0,95.0,,,70.0,,,70.0
10817,262574006230.0,95.0,,,90.0,,,85.0
10818,262578006233.0,,,,,,,
10819,262580006235.0,,,,,,,
10820,262592006237.0,,,,,,,
10821,262595001565.0,30.0,,,,,,30.0
10822,262595006240.0,98.0,,,,,,
10823,262598006245.0,,,,,,,
10824,262598007714.0,,,,,,,
10825,262601000870.0,40.0,,,,,,40.0
10826,262601006255.0,94.0,,,,,,85.0
10827,262604006257.0,,,,,,,
10828,262613006263.0,96.0,,,80.0,,,
10829,262613008494.0,,,,,,,
10830,262619006271.0,92.0,,,92.0,,,90.0
10831,262619008174.0,52.0,,,50.0,,,50.0
10832,262619008212.0,,,,,,,
