,school_id,grad_rate_all,grad_rate_native,grad_rate_asian,grad_rate_black,grad_rate_hispanic,grad_rate_mixed,grad_rate_linc
3656,63879006524.0,70.0,,,,40.0,,40.0
3657,63879006525.0,98.0,,,,,,
3658,63879006526.0,96.0,,,,,,80.0
3659,63879010109.0,,,,,,,
3660,63888006529.0,93.0,,,,,,90.0
3661,63888007886.0,11.0,,,,,,
3662,63898002195.0,,,,,,,
3663,63898006540.0,98.0,,98.0,,,,
3664,63898007145.0,,,,,,,
3665,63900002780.0,,,,,,,
3666,63900006542.0,,,,,,,
3667,63900007776.0,80.0,,,,,,
3668,63942006568.0,97.0,,,,,,
3669,63942006572.0,80.0,,,,70.0,,70.0
3670,63942006573.0,95.0,,,,90.0,,
3671,63942006576.0,,,,,,,
3672,63942006580.0,97.0,,,,,,
3673,63942011674.0,,,,,,,
3674,63963006597.0,,,,,,,
3675,63963006600.0,98.0,,,,90.0,,
3676,63963008641.0,,,,,,,
3677,63963008642.0,,,,,,,
3678,63984006609.0,60.0,,,,,,60.0
3679,63984014057.0,10.0,,,,,,10.0
3680,63993002852.0,40.0,,,,40.0,,40.0
3681,63993004203.0,55.0,,,,50.0,,55.0
3682,63993006619.0,93.0,,,,90.0,,93.0
3683,63993006620.0,96.0,,,,,,96.0
3684,63993011528.0,,,,,,,
3685,63993012084.0,96.0,,,,,,
3686,63993013976.0,75.0,,,,80.0,,70.0
3687,63994003335.0,,,,,,,
3688,63994006623.0,,,,,,,
3689,64015006638.0,98.0,,,,97.0,,
3690,64015006641.0,80.0,,,,75.0,,80.0
3691,64015006647.0,97.0,,,,97.0,,97.0
3692,64015007201.0,60.0,,,,,,60.0
3693,64015010994.0,96.0,,,,90.0,,90.0
3694,64023008651.0,,,,,,,
3695,64030006663.0,65.0,60.0,,,60.0,,65.0
3696,64030006665.0,91.0,,,,90.0,,85.0
3697,64030008520.0,,,,,,,
3698,64030010552.0,60.0,,,,,,60.0
3699,64030013714.0,,,,,,,
3700,64059002846.0,,,,,,,
3701,64059006698.0,30.0,,,,30.0,,35.0
3702,64059006709.0,95.0,,,,,,90.0
3703,64059009648.0,95.0,,,,90.0,,90.0
3704,64059014015.0,70.0,,,,40.0,,60.0
3705,64071013696.0,40.0,,,,21.0,,40.0
3706,64074006734.0,50.0,,,60.0,40.0,,50.0
3707,64074006739.0,71.0,,80.0,70.0,65.0,,69.0
3708,64074007861.0,83.0,,85.0,80.0,80.0,,80.0
3709,64074010681.0,85.0,,,,,,85.0
3710,64074011224.0,,,,,,,
3711,64098001872.0,35.0,,,,35.0,,35.0
3712,64098001880.0,90.0,,,,,,80.0
3713,64098006748.0,95.0,,,,90.0,,90.0
3714,64098006768.0,90.0,,,,90.0,,85.0
3715,64098008668.0,,,,,,,
3716,64116006792.0,97.0,,,,,,
3717,64116006801.0,94.0,,,,90.0,,90.0
3718,64116006803.0,97.0,,,,,,
3719,64116006806.0,30.0,,,,25.0,,30.0
3720,64116007892.0,,,,,,,
3721,64116008423.0,,,,,,,
3722,64116010703.0,,,,,,,
3723,64116011823.0,81.0,,,,80.0,,80.0
3724,64116012503.0,,,,,,,
3725,64119003964.0,,,,,,,
3726,64119006812.0,30.0,,,,30.0,,30.0
3727,64119006823.0,,,,,,,
3728,64119006824.0,91.0,,,,89.0,,89.0
3729,64119009203.0,92.0,,80.0,,90.0,,91.0
3730,64119011401.0,16.0,,,20.0,14.0,11.0,16.0
3731,64119011970.0,70.0,,,,,,70.0
3732,64119012180.0,45.0,,,,45.0,,45.0
3733,64119012341.0,,,,,,,
3734,64119012930.0,,,,,,,
3735,64119013151.0,,,,,,,
3736,64128006837.0,,,,,,,
3737,64128006843.0,96.0,,97.0,,90.0,,
3738,64128007894.0,98.0,,,,,,
3739,64143006849.0,91.0,,,,91.0,,90.0
3740,64143010225.0,70.0,,,,65.0,,70.0
3741,64158006857.0,94.0,,,,90.0,,92.0
3742,64158006860.0,55.0,,,,60.0,,55.0
3743,64158012111.0,,,,,,,
3744,64200006876.0,65.0,,,,65.0,,65.0
3745,64200006886.0,96.0,,90.0,,96.0,,95.0
3746,64200012034.0,62.0,,40.0,60.0,60.0,60.0,60.0
3747,64200012621.0,98.0,,,,,,
3748,64200013834.0,,,,,,,
3749,64206003032.0,60.0,,,,60.0,,60.0
3750,64214003557.0,60.0,,,,40.0,,60.0
3751,64214006897.0,92.0,,,,,,90.0
3752,64214006898.0,30.0,,,,,,21.0
3753,64214012754.0,60.0,,,,60.0,60.0,60.0
3754,64221012485.0,27.0,,,21.0,25.0,21.0,26.0
3755,64221013118.0,,,,,,,
3756,64230006924.0,,,,,,,
3757,64230010513.0,70.0,,,,,,70.0
3758,64235006930.0,,,,,,,
3759,64242013799.0,,,,,,,
3760,64242014052.0,,,,,,,
3761,64248000496.0,56.0,,,,55.0,,55.0
3762,64248006950.0,96.0,,,,97.0,,96.0
3763,64248006952.0,98.0,,,,98.0,,98.0
3764,64248006953.0,95.0,,,,95.0,,95.0
3765,64248006954.0,96.0,,,,96.0,,97.0
3766,64248006955.0,94.0,,,,93.0,,93.0
3767,64248009008.0,35.0,,,,35.0,,35.0
3768,64251003264.0,96.0,,,,90.0,,90.0
3769,64251006957.0,57.0,,,,50.0,,50.0
3770,64251006958.0,98.0,,,,,,
3771,64251006959.0,94.0,,,,90.0,,90.0
3772,64251006961.0,,,,,,,
3773,64251007369.0,90.0,,,,,,
3774,64251008070.0,20.0,,,,20.0,15.0,16.0
3775,64251008517.0,,,,,,,
3776,64251010912.0,97.0,,,,,,96.0
3777,64251010914.0,,,,,,,
3778,64251011675.0,,,,,,,
3779,64251011906.0,19.0,,,20.0,15.0,,16.0
3780,64251012191.0,85.0,,,,,,
3781,64251012655.0,90.0,,,,,,
3782,64254000117.0,,,,,,,
3783,64254006964.0,,,,,,,
3784,64256004658.0,,,,,,,
3785,64256006971.0,50.0,,,,,,60.0
3786,64256006972.0,80.0,,,,,,80.0
3787,64256008213.0,,,,,,,
3788,64256011686.0,,,,,,,
3789,64258000666.0,,,,,,,
3790,64258007900.0,,,,,,,
3791,64271006978.0,90.0,,,,,,90.0
3792,64271007370.0,,,,,,,
3793,64290014025.0,,,,,,,
3794,64293006986.0,90.0,,,,90.0,,90.0
3795,64293007372.0,40.0,,,,40.0,,40.0
3796,64308007010.0,65.0,,,,70.0,,65.0
3797,64308007011.0,89.0,,,,85.0,,85.0
3798,64308011380.0,94.0,,,,,,90.0
3799,64341007027.0,90.0,,,,,,85.0
3800,64341007452.0,,,,,,,
3801,64341007904.0,,,,,,,
3802,64347007028.0,45.0,,,,40.0,,45.0
3803,64347007041.0,91.0,,80.0,,90.0,,85.0
3804,64347008658.0,,,,,,,
3805,64347010154.0,40.0,,,,40.0,,30.0
3806,64347011520.0,93.0,,90.0,,,80.0,90.0
3807,64356007044.0,80.0,,,,80.0,,80.0
3808,64356007048.0,95.0,,,,,,93.0
3809,64356011215.0,,,,,,,
3810,64356011216.0,70.0,,,,60.0,,70.0
3811,68450007059.0,96.0,,,,,,90.0
3812,68450007063.0,60.0,,,,60.0,,60.0
3813,68450007067.0,94.0,,96.0,,,,85.0
3814,68450007376.0,96.0,,,,,,90.0
3815,68450008251.0,97.0,,,,80.0,,90.0
3816,68450009467.0,,,,,,,
3817,69100106970.0,,,,,,,
3818,69100109474.0,,,,,,,
3819,69100205704.0,70.0,,,,,,70.0
3820,69100209213.0,,,,,,,
3821,69100209214.0,,,,,,,
3822,69100211953.0,90.0,,,,,,90.0
3823,69100213783.0,,,,,,,
3824,69100214048.0,6.0,,,,,,6.0
3825,69100308686.0,85.0,,,,,,80.0
3826,69100309215.0,,,,,,,
3827,69100311572.0,,,,,,,
3828,69100407491.0,,,,,,,
3829,69100503940.0,97.0,,,,,,
3830,69100509217.0,,,,,,,
3831,69100510472.0,21.0,,,,,,21.0
3832,69100510748.0,,,,,,,
3833,69100510749.0,,,,,,,
3834,69100512043.0,,,,,,,90.0
3835,69100512255.0,,,,,,,
3836,69100512486.0,25.0,,,21.0,20.0,,25.0
3837,69100601981.0,60.0,,,,60.0,,45.0
3838,69100602957.0,55.0,,,40.0,60.0,,55.0
3839,69100607386.0,,,,,,,
3840,69100609218.0,,,,,,,
3841,69100610766.0,,,,,,,
3842,69100709219.0,10.0,,,,15.0,,10.0
3843,69100709220.0,11.0,,,,,,11.0
3844,69100710481.0,,,,,,,
3845,69100710789.0,21.0,,,21.0,20.0,,20.0
3846,69100711584.0,,,,,,,
3847,69100712427.0,60.0,,,,,,60.0
3848,69100807086.0,,,,,,,
3849,69100808479.0,,,,,,,
3850,69100809221.0,,,,,,,
3851,69100813810.0,,,,,,,
3852,69100813820.0,,,,,,,
3853,69100909223.0,,,,,,,
3854,69100910793.0,60.0,,,,,,50.0
3855,69100910794.0,,,,,,,
3856,69100910795.0,,,,,,,
3857,69100910797.0,,,,,,,
3858,69100910798.0,,,,,,,
3859,69100911934.0,,,,,,,
3860,69101007929.0,,,,,,,
3861,69101009224.0,,,,,,,
3862,69101013814.0,40.0,,,,30.0,,40.0
3863,69101014014.0,20.0,,,,21.0,,20.0
3864,69101112197.0,25.0,,,20.0,25.0,,25.0
3865,69101113673.0,10.0,,,,10.0,,10.0
3866,69101113704.0,30.0,,,30.0,30.0,,30.0
3867,69101207112.0,,,,,,,
3868,69101207502.0,25.0,,,25.0,20.0,,25.0
3869,69101208491.0,80.0,,,,,,
3870,69101209226.0,20.0,,,20.0,25.0,,20.0
3871,69101212450.0,,,,,,,
3872,69101309227.0,21.0,,,,,,21.0
3873,69101309228.0,,,,,,,
3874,69101310509.0,60.0,,,,60.0,,60.0
3875,69101410510.0,,,,,,,
3876,69101413724.0,,,,,,,
3877,69101510229.0,,,,,,,
3878,69101707126.0,20.0,,,,21.0,,21.0
3879,69101708131.0,60.0,,,,60.0,,60.0
3880,69101709021.0,,,,,,,
3881,69101710539.0,35.0,,,,30.0,,35.0
3882,69101712301.0,50.0,,,,50.0,,50.0
3883,69101804617.0,,,,,,,
3884,69101807135.0,,,,,,,
3885,69101809230.0,21.0,,,,,,21.0
3886,69101811913.0,,,,,,,
3887,69101909023.0,,,,,,,
3888,69101910551.0,21.0,,,,,,21.0
3889,69102007147.0,,,,,,,
3890,69102008217.0,40.0,,,,40.0,,40.0
3891,69102008737.0,70.0,,,,60.0,,70.0
3892,69102009233.0,30.0,,,,21.0,,30.0
3893,69102010960.0,,,,,,,
3894,69102010961.0,70.0,,,,60.0,,60.0
3895,69102011944.0,,,,,,,
3896,69102107551.0,,,,,,,
3897,69102108529.0,75.0,,,,70.0,,70.0
3898,69102109234.0,,,,,,,
3899,69102110557.0,25.0,,,,25.0,,25.0
3900,69102113148.0,80.0,,,,,,
3901,69102207574.0,60.0,,,,60.0,,60.0
3902,69102209235.0,,,,,,,
3903,69102308230.0,18.0,,,15.0,17.0,11.0,18.0
3904,69102311839.0,80.0,,,,,,75.0
3905,69102311975.0,60.0,,,,,,
3906,69102312339.0,,,,,,,
3907,69102312369.0,,,,,,,
3908,69102313819.0,16.0,,,,15.0,,15.0
3909,69102407578.0,70.0,,40.0,,,,70.0
3910,69102407991.0,21.0,,,,,,
3911,69102409236.0,20.0,,,,15.0,21.0,20.0
3912,69102410567.0,27.0,,20.0,40.0,24.0,20.0,26.0
3913,69102413076.0,,,,,,,
3914,69102413959.0,10.0,,,,,,10.0
3915,69102414018.0,21.0,,,,,,
3916,69102414040.0,,,,,,,
3917,69102509030.0,,,,,,,
3918,69102509237.0,,,,,,,
3919,69102510573.0,40.0,,,,,,40.0
3920,69102511859.0,,,,,,,
3921,69102512392.0,80.0,,,,,,70.0
3922,69102513072.0,40.0,,,,,,40.0
3923,69102607567.0,10.0,,,,6.0,,10.0
3924,69102609031.0,11.0,,,,,,11.0
3925,69102610577.0,20.0,,,21.0,20.0,,20.0
3926,69102611707.0,76.0,,,,70.0,,70.0
3927,69102612986.0,70.0,,,,70.0,,70.0
3928,69102613694.0,14.0,,,,10.0,,10.0
3929,69102613730.0,15.0,,,,15.0,,10.0
3930,69102614007.0,,,,,,,
3931,69102711051.0,,,,,,,
3932,69102711052.0,21.0,,,,,,21.0
3933,69102711053.0,20.0,,,21.0,21.0,,30.0
3934,69102711055.0,10.0,,,11.0,11.0,,10.0
3935,69102711057.0,,,,,,,
3936,69102711058.0,,,,,,,
3937,69102712343.0,20.0,,,21.0,,,20.0
3938,69102810171.0,,,,,,,
3939,69102813911.0,,,,,,,
3940,69102907174.0,,,,,,,
3941,69102909241.0,10.0,,,11.0,10.0,,10.0
3942,69102911088.0,21.0,,,30.0,20.0,,20.0
3943,69103009244.0,,,,,,,
3944,69103010374.0,,,,,,,
3945,69103010620.0,40.0,,,,,,
3946,69103012159.0,60.0,,,,,,60.0
3947,69103012496.0,60.0,,,,40.0,,60.0
3948,69103013682.0,19.0,,,20.0,15.0,,18.0
3949,69103013693.0,10.0,,,11.0,6.0,,10.0
3950,69103107179.0,,,,,,,
3951,69103107355.0,6.0,,,,11.0,,6.0
3952,69103110650.0,23.0,,,15.0,20.0,,22.0
3953,69103110651.0,86.0,,,,80.0,,80.0
3954,69103112462.0,15.0,,,,20.0,,15.0
3955,69103112662.0,11.0,,,,,,11.0
3956,69103209246.0,40.0,,,,,,40.0
3957,69103209247.0,,,,,,,
3958,69103210655.0,70.0,,,,70.0,,70.0
3959,69103211281.0,70.0,,,,70.0,,70.0
3960,69103309043.0,,,,,,,
3961,69103309248.0,40.0,,,,21.0,,40.0
3962,69103311960.0,,,,,,,
3963,69103312003.0,,,,,,,
3964,69103312025.0,,,,,,,
3965,69103312367.0,,,,,,,
3966,69103407192.0,,,,,,,
3967,69103409249.0,20.0,,,,11.0,,20.0
3968,69103410658.0,,,,,,,
3969,69103507782.0,30.0,,,,20.0,,20.0
3970,69103509045.0,30.0,,,,40.0,,30.0
3971,69103509250.0,,,,,,,
3972,69103512016.0,90.0,,,,,,60.0
3973,69103512625.0,80.0,,,,80.0,,80.0
3974,69103512827.0,80.0,,,,80.0,,80.0
3975,69103514054.0,10.0,,,,,,11.0
3976,69103608020.0,,,,,,,
3977,69103608363.0,90.0,,,,,,
3978,69103609251.0,20.0,,,,20.0,,20.0
3979,69103610668.0,60.0,,,,45.0,40.0,55.0
3980,69103702799.0,,,,,,,
3981,69103710670.0,,,,,,,
3982,69103712305.0,30.0,,,,,,20.0
3983,69103807221.0,,,,,,,
3984,69103809252.0,,,,,,,
3985,69103812203.0,,,,,,,80.0
3986,69104007225.0,,,,,,,
3987,69104009253.0,20.0,,,,21.0,,20.0
3988,69104010682.0,21.0,,,,,,21.0
3989,69104107228.0,40.0,,,,,,40.0
3990,69104107887.0,15.0,,,,11.0,,15.0
3991,69104108409.0,80.0,,,,,,
3992,69104109050.0,30.0,,,,20.0,,30.0
3993,69104111486.0,40.0,,,,40.0,,40.0
3994,69104113669.0,10.0,,,,6.0,,10.0
3995,69104113818.0,20.0,,,,11.0,,20.0
3996,69104207231.0,,,,,,,
3997,69104211997.0,30.0,,,,21.0,,30.0
3998,69104307232.0,,,,,,,
3999,69104309256.0,,,,,,,
4000,69104310699.0,60.0,,,,,,60.0
4001,69104412995.0,11.0,,,,,,
4002,69104508660.0,,,,,,,
4003,69104509053.0,11.0,,,,11.0,,11.0
4004,69104509257.0,,,,,,,
4005,69104510445.0,,,,,,,
4006,69104510700.0,,,,,,,
4007,69104512387.0,,,,,,,
4008,69104512862.0,,,,,,,
4009,69104601850.0,,,,,,,
4010,69104607471.0,,,,,,,
4011,69104709258.0,11.0,,,,11.0,,11.0
4012,69104709260.0,11.0,,,,,,
4013,69104710708.0,60.0,,,,60.0,,60.0
4014,69104711537.0,15.0,,,,10.0,,12.0
4015,69104712801.0,,,,,,,
4016,69104805572.0,30.0,,,,20.0,,25.0
4017,69104809261.0,,,,,,,
4018,69104809262.0,,,,,,,
4019,69104811993.0,,,,,,,
4020,69104907243.0,,,,,,,
4021,69104910343.0,,,,,,,
4022,69104911976.0,50.0,,,,60.0,,40.0
4023,69105106830.0,35.0,,,35.0,35.0,,35.0
4024,69105109264.0,30.0,,,20.0,40.0,,30.0
4025,69105110947.0,80.0,,,70.0,,,80.0
4026,69105206046.0,,,,,,,
4027,69105212994.0,,,,,,,
4028,69105213123.0,21.0,,,,,,
4029,69105213701.0,,,,,,,
4030,69105806965.0,,,,,,,
4031,69106308462.0,,,,,,,
4032,69106308694.0,40.0,,,,21.0,,50.0
4033,69106310762.0,,,,,,,
4034,69106310763.0,,,,,,,
4035,69107804580.0,,,,,,,
4036,69107807106.0,18.0,,,20.0,17.0,,18.0
4037,69107808006.0,50.0,,,,40.0,,50.0
4038,69107808010.0,20.0,,,21.0,20.0,,20.0
4039,69107809663.0,90.0,,,,80.0,,
4040,69107810186.0,,,,,,,
4041,69107810231.0,,,,,,,
4042,69107810897.0,75.0,,,,80.0,,75.0
4043,69107811655.0,90.0,,,,90.0,,90.0
4044,69107812626.0,21.0,,,,21.0,,21.0
4045,69107812637.0,,,,,,,
4046,69107812649.0,,,,,,,
4047,69107812665.0,15.0,,,11.0,15.0,,15.0
4048,69107812675.0,,,,,,,
4049,69107812680.0,,,,,,,
4050,69107812682.0,,,,,,,
4051,69107812696.0,,,,,,,
4052,69107812707.0,,,,,,,
4053,69107812710.0,30.0,,,,21.0,,30.0
4054,69107812742.0,,,,,,,
4055,69107812743.0,,,,,,,
4056,69107812747.0,40.0,,,,21.0,,40.0
4057,69107812757.0,20.0,,,21.0,20.0,,20.0
4058,69107812775.0,,,,,,,
4059,69107812777.0,,,,,,,
4060,69107812804.0,20.0,,,,21.0,,20.0
4061,69107813159.0,40.0,,,,,,40.0
4062,69107813536.0,11.0,,,,,,11.0
4063,69109008161.0,,,,,,,
4064,69109309063.0,,,,,,,
4065,69110210576.0,,,,,,,
4066,69111109270.0,21.0,,,,,,21.0
4067,69111109472.0,40.0,,,,40.0,,40.0
4068,69111109473.0,,,,,,,
4069,69111110647.0,20.0,,,,,,20.0
4070,69112206289.0,,,,,,,
4071,69112209271.0,60.0,,,,,,60.0
4072,69112210678.0,,,,,,,
4073,69112212709.0,,,,,,,
4074,69113410212.0,,,,,,,
4075,69113410214.0,,,,,,,
4076,69113510283.0,98.0,,,,,,98.0
4077,69113510284.0,74.0,,,70.0,75.0,,70.0
4078,69113511047.0,95.0,,,,96.0,,95.0
4079,69113512749.0,,,,,,,
4080,69113603761.0,,,,,80.0,,80.0
4081,69113707914.0,,,,,,,
4082,69113710339.0,,,,,,,
4083,69113710340.0,,,,,,,
4084,80000100215.0,,,,,,,
4085,80000400709.0,,,,,,,
4086,80001601821.0,80.0,,,,,,80.0
4087,80001701818.0,80.0,,,,,,
4088,80001801742.0,,,,,,,
4089,80001901744.0,,,,,,,
4090,80002000727.0,90.0,,,,,,
4091,80002001612.0,21.0,,,,21.0,,21.0
4092,80002001882.0,6.0,,21.0,,6.0,,10.0
4093,80002001915.0,90.0,,,,90.0,,90.0
4094,80002006305.0,,,,,,,
4095,80002006310.0,45.0,,,,21.0,,40.0
4096,80002006338.0,60.0,,,,,,
4097,80002006390.0,60.0,,,,,,40.0
4098,80002006418.0,85.0,,,,,,
4099,80002006437.0,,,,,,,
4100,80002006480.0,20.0,,,,20.0,,20.0
4101,80002006542.0,50.0,,,,,,40.0
4102,80002006585.0,,,,,,,
4103,80002006634.0,50.0,,,,,,
4104,80002006661.0,11.0,,,,,,11.0
4105,80002306410.0,,,,,,,
4106,80028206600.0,35.0,,,,,,20.0
4107,80028206615.0,40.0,,,,,,21.0
4108,80028206654.0,20.0,,,,,,11.0
4109,80028206664.0,25.0,,,,,,20.0
4110,80192000002.0,93.0,,,,,,80.0
4111,80192000858.0,60.0,,,,,,
4112,80192001321.0,87.0,,,,80.0,60.0,75.0
4113,80192001429.0,91.0,,,,80.0,,80.0
4114,80192001645.0,92.0,,,,80.0,,70.0
4115,80192001905.0,91.0,,,,,,80.0
4116,80192001943.0,,,,,,,
4117,80192006434.0,,,,,,,
4118,80192006447.0,70.0,,,,,,
4119,80195000010.0,74.0,,,,77.0,,75.0
4120,80195001307.0,40.0,,,,40.0,,40.0
4121,80201000023.0,,,,,,,
4122,80204000025.0,80.0,,,,,,
4123,80207000027.0,90.0,,,,,,90.0
4124,80207006508.0,,,,,,,
4125,80213000035.0,,,,,,,
4126,80219000039.0,80.0,,,,,,70.0
4127,80222000042.0,,,,,,,
4128,80226000509.0,60.0,,,,,,
4129,80228000047.0,90.0,,,,60.0,,60.0
4130,80231000050.0,,,,,,,
4131,80234000056.0,51.0,,50.0,50.0,51.0,,55.0
4132,80234000063.0,60.0,,,60.0,60.0,,60.0
4133,80234000064.0,69.0,,60.0,70.0,68.0,,68.0
4134,80234000082.0,75.0,,,,75.0,,75.0
4135,80234000084.0,65.0,,,60.0,60.0,,60.0
4136,80234001389.0,81.0,,,80.0,75.0,,80.0
4137,80234001789.0,,,,,,,
4138,80234001916.0,70.0,,,60.0,,,70.0
4139,80234006451.0,83.0,,60.0,,80.0,,80.0
4140,80234006476.0,25.0,,,,,,20.0
4141,80234006611.0,,,,,,,
4142,80237000087.0,90.0,,,,,,
4143,80240000090.0,90.0,,,,,,
4144,80243000092.0,85.0,,,,,,60.0
4145,80246000095.0,,,,,,,
4146,80249000101.0,96.0,,,,90.0,,90.0
4147,80249000103.0,95.0,,,,90.0,,75.0
4148,80249000107.0,94.0,,,,90.0,,85.0
4149,80249000114.0,97.0,,,,,,85.0
4150,80249000131.0,70.0,,,,,,60.0
4151,80249000465.0,80.0,,,,,,60.0
4152,80249001219.0,50.0,,,,60.0,,50.0
4153,80249001467.0,,,,,,,
4154,80249001631.0,35.0,,,,21.0,,20.0
4155,80249001632.0,97.0,,,,80.0,,80.0
4156,80249001792.0,,,,,,,
4157,80249002013.0,21.0,,,,,,21.0
4158,80249006463.0,,,,,,,
4159,80252000141.0,,,,,,,
4160,80252001728.0,70.0,,,,,,
4161,80255000143.0,,,,,,,
4162,80258000144.0,81.0,,,,75.0,,75.0
4163,80258000729.0,10.0,,,,11.0,,10.0
4164,80258002003.0,84.0,,,,80.0,,80.0
4165,80258006474.0,,,,,,,
4166,80258006575.0,60.0,,,,,,
4167,80261000154.0,90.0,,,,80.0,,80.0
4168,80264000157.0,,,,,,,
4169,80264006155.0,60.0,,,,,,
4170,80267000162.0,75.0,,,,60.0,,60.0
4171,80270000164.0,,,,,,,
4172,80270001944.0,50.0,,,,,,30.0
4173,80270006548.0,,,,,,,
4174,80270006605.0,40.0,,,,,,
4175,80273000168.0,,,,,,,
4176,80276000170.0,,,,,,,
4177,80279000172.0,75.0,,,,60.0,,65.0
4178,80279006536.0,,,,,,,
4179,80285000179.0,,,,,,,
4180,80285002008.0,,,,,,,
4181,80285006513.0,,,,,,,
4182,80288000182.0,60.0,,,,,,
4183,80291000186.0,95.0,,,,85.0,,85.0
4184,80291000203.0,91.0,,,90.0,90.0,,85.0
4185,80291001272.0,88.0,,80.0,85.0,85.0,,88.0
4186,80291001625.0,94.0,,,,90.0,,90.0
4187,80291001951.0,93.0,,,90.0,90.0,80.0,90.0
4188,80291006156.0,91.0,,,85.0,90.0,,85.0
4189,80291006563.0,,,,,,,
4190,80291006649.0,45.0,,,40.0,50.0,21.0,40.0
4191,80294000211.0,96.0,,,,,,
4192,80294006370.0,,,,,,,
4193,80300000217.0,80.0,,,,,,60.0
4194,80303000220.0,,,,,,,
4195,80303001434.0,10.0,,,,,,10.0
4196,80306000228.0,77.0,,,,80.0,60.0,65.0
4197,80306000232.0,45.0,,,,50.0,,45.0
4198,80306000254.0,67.0,,,80.0,70.0,40.0,65.0
4199,80306000257.0,84.0,,,70.0,80.0,,80.0
4200,80306000268.0,89.0,,,,85.0,,85.0
4201,80306001299.0,25.0,,,,20.0,,25.0
4202,80306001589.0,60.0,,,,,,60.0
4203,80306001841.0,10.0,,,,11.0,,6.0
4204,80306001888.0,60.0,,,,,,60.0
4205,80306006428.0,65.0,,,,60.0,,60.0
4206,80306006580.0,20.0,,,,21.0,,21.0
4207,80309000840.0,80.0,60.0,,,60.0,,80.0
4208,80309001692.0,30.0,,,,,,20.0
4209,80312000277.0,,,,,,,
4210,80315000279.0,,,,,,,
4211,80318000281.0,60.0,,,,,,60.0
4212,80321000282.0,,,,,,,
4213,80324000286.0,,,,,,,
4214,80327000288.0,,,,,,,
4215,80330000290.0,,,,,,,
4216,80333000297.0,90.0,,,,,,90.0
4217,80333000300.0,,,,,,,
4218,80333000304.0,,,,,,,
4219,80333001335.0,,,,,,,
4220,80333001953.0,40.0,,,,,,30.0
4221,80333002024.0,70.0,,,,,,60.0
4222,80333006681.0,,,,,,,
4223,80336000305.0,75.0,,,,75.0,,75.0
4224,80336000322.0,65.0,,,,65.0,,70.0
4225,80336000338.0,88.0,,,85.0,80.0,,80.0
4226,80336000345.0,9.0,,,6.0,6.0,,6.0
4227,80336000352.0,83.0,,,80.0,70.0,,80.0
4228,80336000367.0,77.0,,,,75.0,,75.0
4229,80336000380.0,35.0,,,21.0,40.0,,30.0
4230,80336000389.0,75.0,,,,75.0,,75.0
4231,80336000408.0,83.0,,60.0,85.0,75.0,,75.0
4232,80336000417.0,88.0,,,80.0,80.0,,85.0
4233,80336001406.0,60.0,,,70.0,60.0,,60.0
4234,80336001574.0,,,,,,,
4235,80336001575.0,11.0,,,,11.0,,11.0
4236,80336001724.0,,,,,,,
4237,80336001795.0,40.0,,,,,,40.0
4238,80336001833.0,85.0,,,,80.0,,80.0
4239,80336001839.0,50.0,,,,40.0,,40.0
4240,80336001862.0,25.0,,,,30.0,,25.0
4241,80336001869.0,75.0,,,,70.0,,75.0
4242,80336001894.0,30.0,,,,30.0,,40.0
4243,80336001917.0,,,,,,,
4244,80336001955.0,30.0,,,,21.0,,20.0
4245,80336006328.0,70.0,,,,70.0,,70.0
4246,80336006441.0,80.0,,,,70.0,,70.0
4247,80336006442.0,,,,,,,
4248,80336006443.0,20.0,,,,21.0,,20.0
4249,80336006448.0,80.0,,,,80.0,,80.0
4250,80336006450.0,85.0,,,80.0,80.0,,85.0
4251,80336006491.0,40.0,,,,40.0,,40.0
4252,80336006514.0,60.0,,,40.0,65.0,,60.0
4253,80336006515.0,55.0,,,50.0,50.0,,55.0
4254,80336006516.0,45.0,,,40.0,40.0,,40.0
4255,80336006520.0,70.0,,,60.0,70.0,,70.0
4256,80336006527.0,75.0,,,,75.0,,75.0
4257,80336006528.0,75.0,,,,85.0,,75.0
4258,80336006543.0,90.0,,,,90.0,,90.0
4259,80336006547.0,70.0,,,,80.0,,70.0
4260,80336006551.0,70.0,,,,70.0,,70.0
4261,80336006569.0,50.0,,,,50.0,,50.0
4262,80336006576.0,80.0,,,,75.0,,75.0
4263,80336006583.0,35.0,,,,20.0,,35.0
4264,80336006590.0,45.0,,,,45.0,,40.0
4265,80336006591.0,45.0,,,,50.0,,45.0
4266,80336006593.0,40.0,,,,40.0,,40.0
4267,80336006599.0,45.0,,,,50.0,,45.0
4268,80336006626.0,,,,,,,
4269,80336006636.0,,,,,,,
4270,80336006647.0,25.0,,,,20.0,,20.0
4271,80336006669.0,,,,,,,
4272,80339000432.0,,,,,,,
4273,80342000429.0,,,,,,,
4274,80345000440.0,90.0,,,,,,70.0
4275,80345001341.0,95.0,,,,,,
4276,80345001437.0,93.0,,,,80.0,,80.0
4277,80345001527.0,35.0,,,,21.0,,21.0
4278,80345001529.0,97.0,,,,,,
4279,80345001578.0,92.0,,,,90.0,,80.0
4280,80345001748.0,96.0,,,,,,
4281,80345001918.0,92.0,,,,80.0,,75.0
4282,80345001961.0,,,,,,,
4283,80345006218.0,20.0,,,,,,21.0
4284,80345006372.0,60.0,,,,,,
4285,80345006391.0,40.0,,,,45.0,,45.0
4286,80345006400.0,97.0,,,,90.0,,80.0
