,school_id,agg_achi
191,10039000164.0,10.0
192,10039000165.0,20.0
193,10039000174.0,60.0
194,10039000175.0,13.666666666666666
195,10039000176.0,45.0
196,10039000179.0,15.833333333333334
197,10039000184.0,22.0
198,10039000187.0,23.5
199,10039000190.0,10.625
200,10039000191.0,10.0
201,10039000192.0,7.5
202,10039000196.0,19.625
203,10039000198.0,18.125
204,10039000201.0,32.125
205,10039001421.0,24.25
206,10039001446.0,27.625
207,10039001468.0,14.25
208,10039001484.0,17.875
209,10039001649.0,22.625
210,10039001762.0,34.5
211,10039001823.0,27.9
212,10039001878.0,53.8
213,10039002185.0,17.0
214,10039002187.0,23.125
215,10039002204.0,16.833333333333336
216,10039002206.0,11.0
217,10039002354.0,22.5
218,10042000101.0,50.0
219,10042000203.0,32.8
220,10042000205.0,42.0
221,10042000206.0,31.666666666666668
222,10042000208.0,34.66666666666667
223,10042000209.0,28.125
224,10042000210.0,33.875
225,10042000211.0,44.125
226,10042000213.0,16.5
227,10042001427.0,47.400000000000006
228,10042001476.0,40.375
229,10042001481.0,45.400000000000006
230,10042001870.0,45.5
231,10045000214.0,47.5
232,10045000215.0,42.625
233,10045000216.0,28.666666666666668
234,10048000218.0,20.0
235,10048000221.0,15.25
236,10048000222.0,18.375
237,10051000226.0,11.333333333333334
238,10051000228.0,27.916666666666664
239,10051000229.0,31.333333333333332
240,10051001482.0,32.375
241,10051002144.0,17.75
242,10054000232.0,30.9
243,10054000240.0,38.66666666666667
244,10054000242.0,26.5
245,10054000243.0,18.0
246,10054000244.0,26.375
247,10054000246.0,39.5
248,10054000247.0,25.5
249,10054000249.0,34.1
250,10054000250.0,36.75
251,10054001428.0,58.66666666666667
252,10054001429.0,58.5
253,10054001430.0,56.875
254,10054001488.0,36.66666666666667
255,10054001489.0,18.333333333333332
256,10054001747.0,45.083333333333336
257,10054001884.0,47.625
258,10060000256.0,17.5
259,10060000257.0,34.25
260,10060000259.0,28.333333333333336
261,10060000260.0,40.83333333333333
262,10060000263.0,13.5
263,10060000264.0,30.0
264,10060000268.0,35.25
265,10060000269.0,14.5
266,10060000271.0,14.666666666666668
267,10060000272.0,35.5
268,10063000274.0,35.375
269,10063000275.0,38.5
270,10063000276.0,35.2
271,10063000278.0,35.5
272,10063000279.0,26.5
273,10063000282.0,35.1
274,10063000283.0,35.5
275,10066000261.0,32.0
276,10066000262.0,23.125
277,10066000265.0,22.333333333333332
278,10066000270.0,29.375
279,10066000287.0,23.4
280,10066000288.0,25.200000000000003
281,10066000745.0,30.9
282,10066001431.0,39.5
283,10066001491.0,22.25
284,10066001657.0,45.8
285,10069000182.0,20.833333333333332
286,10069000291.0,12.0
287,10069000297.0,11.666666666666666
288,10069001561.0,29.5
289,10072000298.0,14.666666666666668
290,10072000302.0,33.125
291,10072000304.0,25.833333333333332
292,10072000306.0,24.5
293,10072001450.0,39.375
294,10072001493.0,15.333333333333332
295,10075000307.0,37.599999999999994
296,10075000312.0,43.2
297,10075002205.0,25.4
298,10075002210.0,22.791666666666664
299,10078000317.0,58.33333333333333
300,10078000318.0,32.75
301,10078000319.0,51.25
302,10078000320.0,43.75
303,10078000321.0,37.25
304,10078001671.0,44.1
305,10078001726.0,52.5
306,10081000323.0,46.5
307,10081000327.0,43.35714285714286
308,10081001494.0,34.16666666666667
309,10081001748.0,45.58333333333333
310,10084000331.0,39.6
311,10084000333.0,32.5
312,10084000334.0,28.75
313,10084000335.0,35.875
314,10084000336.0,41.25
315,10084000338.0,26.700000000000003
316,10084000341.0,45.83333333333333
317,10084001658.0,44.25
318,10087000344.0,27.5
319,10087000345.0,35.0
320,10087000347.0,32.5
321,10087000348.0,24.166666666666664
322,10087000350.0,30.0
323,10087001766.0,14.5
324,10090001749.0,16.5
325,10090002074.0,36.25
326,10090002075.0,33.25
327,10093000280.0,46.0
328,10093000359.0,30.0
329,10093000360.0,24.333333333333336
330,10093000361.0,34.625
331,10093000362.0,30.666666666666664
332,10093000363.0,29.75
333,10093000364.0,22.5
334,10093001672.0,48.5
335,10093002167.0,26.166666666666664
336,10096000365.0,37.9
337,10096000367.0,33.875
338,10096000368.0,38.33333333333333
339,10099000369.0,50.3
340,10099000370.0,37.5
341,10099000371.0,50.6
342,10099000372.0,56.5
343,10102000373.0,42.0
344,10102000374.0,22.5
345,10102000375.0,46.16666666666667
346,10102000377.0,27.333333333333336
347,10102000379.0,16.0
348,10102000380.0,40.4
349,10102000381.0,29.0
350,10102000385.0,30.666666666666668
351,10102000386.0,45.0
352,10102000387.0,33.625
353,10102000396.0,36.125
354,10102000400.0,48.75
355,10102000403.0,37.875
356,10102000413.0,46.5
357,10102000414.0,29.9
358,10102000420.0,34.9
359,10102000440.0,48.125
360,10102000446.0,36.375
361,10102000453.0,42.875
362,10102000458.0,54.375
363,10102000459.0,34.375
364,10102001497.0,15.0
365,10102001676.0,38.75
366,10102001679.0,36.25
367,10102002132.0,47.125
368,10105000281.0,47.75
369,10105000388.0,38.75
370,10105000389.0,15.0
371,10105000390.0,49.875
372,10105000391.0,38.75
373,10105000392.0,47.5
374,10105000393.0,35.625
375,10108000394.0,20.625
376,10108001767.0,32.7
377,10111000395.0,22.5
378,10111000397.0,11.166666666666668
379,10111000401.0,35.33333333333333
380,10111000402.0,9.5
381,10111000404.0,15.0
382,10111000406.0,7.5
383,10111000408.0,13.166666666666668
384,10111000409.0,37.0
385,10111000814.0,25.166666666666668
386,10111001785.0,22.666666666666664
387,10114000411.0,29.07142857142857
388,10114000412.0,38.5
389,10114000415.0,41.8
390,10114000416.0,33.1
391,10114000418.0,42.5
392,10114000419.0,40.375
393,10114000421.0,55.0
394,10114000422.0,38.75
395,10114000423.0,31.666666666666668
396,10114000424.0,38.7
397,10114000425.0,32.3
398,10114001860.0,27.3
399,10114002357.0,17.916666666666664
400,10117000081.0,44.25
401,10117000426.0,23.1
402,10117000427.0,25.0
403,10117000428.0,28.2
404,10117000429.0,15.875
405,10117000430.0,38.5
406,10117000431.0,68.625
407,10117000432.0,29.125
408,10117000433.0,29.9
409,10117000434.0,26.25
410,10117000435.0,15.5
411,10117000436.0,51.0
412,10117000438.0,30.6
413,10117001615.0,42.5
414,10117001728.0,42.5
415,10117001786.0,33.1
417,10120000148.0,26.625
418,10120000439.0,26.375
419,10120000441.0,39.9
420,10123000443.0,64.4
421,10123000444.0,32.0
422,10123000445.0,22.0
423,10123000447.0,18.875
424,10123000448.0,23.333333333333332
425,10123000449.0,27.125
426,10123000450.0,61.16666666666667
427,10123000452.0,70.19999999999999
428,10123000454.0,36.400000000000006
429,10123000456.0,16.666666666666668
430,10123001447.0,42.5
431,10123001448.0,45.375
432,10123001449.0,39.5
433,10123001499.0,55.58333333333333
434,10123001500.0,14.3
435,10123001501.0,27.7
436,10123001817.0,33.2
437,10126000460.0,34.5
438,10126000461.0,33.0
439,10129000102.0,39.285714285714285
440,10129000463.0,24.166666666666668
441,10129000465.0,33.166666666666664
442,10129000468.0,27.7
443,10129000470.0,39.900000000000006
444,10129000471.0,28.0
445,10129001432.0,41.1
446,10129001451.0,40.75
447,10129001660.0,36.714285714285715
448,10129001768.0,52.625
449,10129001769.0,50.625
450,10129002142.0,45.25
451,10129002147.0,37.81666666666667
452,10132000474.0,38.91666666666667
453,10132000475.0,40.55357142857143
454,10132000476.0,36.57142857142857
455,10132000478.0,38.07142857142857
456,10132000479.0,50.21428571428571
457,10132000480.0,41.5
458,10132000481.0,37.57142857142857
459,10132001719.0,44.64285714285714
460,10135000482.0,33.375
461,10135000484.0,10.0
462,10135000485.0,28.75
463,10135000487.0,34.875
464,10135000488.0,38.125
465,10135000489.0,43.75
466,10135000492.0,25.166666666666664
467,10135001504.0,43.33333333333333
468,10135001505.0,43.75
469,10135001506.0,44.58333333333333
470,10138000493.0,34.33333333333333
471,10138000494.0,46.66666666666667
472,10138000496.0,34.625
473,10138000497.0,61.25
474,10138000498.0,30.0
475,10138000499.0,39.166666666666664
476,10138000500.0,30.0
477,10138000501.0,52.5
478,10138000502.0,50.0
479,10138000503.0,38.75
480,10138000505.0,31.5
481,10138000506.0,31.125
482,10138000507.0,28.833333333333336
483,10138000508.0,41.333333333333336
484,10138000509.0,46.25
485,10138001507.0,42.833333333333336
486,10138001508.0,37.3
487,10138001509.0,58.333333333333336
488,10138001662.0,18.75
489,10138002351.0,32.0
490,10141000511.0,24.5
491,10141000513.0,30.916666666666664
492,10141001510.0,33.25
493,10144000515.0,24.9
494,10144000516.0,15.9
495,10144000518.0,17.0
496,10144000519.0,11.625
497,10147000521.0,38.33333333333333
498,10147000523.0,38.083333333333336
499,10147000525.0,36.25
500,10147001512.0,44.375
501,10147001514.0,48.75
502,10147001787.0,31.5
503,10153000528.0,42.4
504,10153000532.0,51.333333333333336
505,10153000534.0,30.0
506,10153000535.0,49.16666666666667
507,10153000536.0,40.714285714285715
508,10153001664.0,34.583333333333336
509,10156000538.0,33.4
510,10156000539.0,39.400000000000006
511,10156001750.0,38.64285714285714
512,10159000541.0,34.125
513,10159000542.0,26.833333333333332
514,10159000544.0,30.0
515,10159000545.0,46.2
516,10159000547.0,42.75
517,10159000548.0,32.5
518,10159001861.0,43.33333333333333
519,10159001869.0,16.5
520,10162000551.0,36.875
521,10162000552.0,18.75
522,10162000553.0,37.226190476190474
523,10162000555.0,60.0
524,10162000559.0,27.75
525,10162000563.0,43.333333333333336
526,10162000564.0,26.0
527,10162000565.0,39.375
528,10162001517.0,30.125
529,10162001665.0,16.875
530,10162001666.0,26.875
531,10162001824.0,15.25
532,10164000567.0,32.5
533,10164000568.0,39.3
534,10164001788.0,32.333333333333336
535,10166000570.0,25.166666666666664
536,10166000571.0,27.333333333333336
537,10166001519.0,25.625
538,10166001771.0,38.7
539,10166001772.0,29.0
540,10166001791.0,34.6
541,10166001792.0,36.7
542,10166001793.0,41.75
543,10166001794.0,34.7
544,10168000576.0,5.0
545,10168001452.0,55.0
546,10168001520.0,10.0
547,10169000579.0,35.85714285714286
548,10169000580.0,35.57142857142857
549,10169000582.0,39.9
550,10171000588.0,9.333333333333334
551,10171000589.0,46.0
552,10171002156.0,28.166666666666664
553,10171002158.0,30.75
554,10171002162.0,7.5
555,10171002411.0,25.833333333333332
556,10172000594.0,26.5
557,10172001795.0,40.900000000000006
558,10172001885.0,33.8
559,10173000328.0,63.75
560,10173000596.0,48.0
561,10173000597.0,52.0
562,10173000598.0,42.5
563,10173000599.0,42.25
564,10173002356.0,52.41666666666667
565,10174000600.0,22.75
566,10174000602.0,35.6
567,10174000603.0,38.400000000000006
568,10174000604.0,18.166666666666668
569,10174000605.0,36.5
570,10176000606.0,42.7
571,10176000607.0,52.583333333333336
572,10176000608.0,30.8
573,10176000609.0,57.333333333333336
574,10176000610.0,49.75
575,10177000611.0,32.5
576,10177000612.0,39.25
577,10177000614.0,33.625
578,10177000615.0,40.625
579,10177000616.0,42.0
580,10177000617.0,40.8
581,10177001668.0,43.599999999999994
582,10177002077.0,35.5
583,10177002078.0,48.1
584,10180000533.0,48.416666666666664
585,10180000618.0,41.65
586,10180000620.0,40.9
587,10180000621.0,34.7
588,10180000622.0,19.5
589,10180000623.0,24.0
590,10180000624.0,45.5
591,10180000628.0,46.75
592,10180000629.0,26.583333333333336
593,10180000630.0,24.4
594,10180000631.0,29.166666666666664
595,10180000632.0,29.666666666666668
596,10180000634.0,38.3
597,10180000635.0,27.666666666666664
598,10180000636.0,24.75
599,10180000638.0,30.166666666666664
600,10180000639.0,43.66666666666667
601,10180000640.0,29.0
602,10180000643.0,27.0
603,10180000644.0,22.0
604,10180000650.0,27.4
605,10180000651.0,41.25
606,10180000652.0,21.0
607,10180001374.0,48.333333333333336
608,10180001529.0,31.7
609,10180001530.0,41.33333333333333
610,10180001531.0,29.833333333333336
611,10180001651.0,14.3
612,10180001773.0,38.833333333333336
613,10180001774.0,44.16666666666667
614,10180001796.0,37.083333333333336
615,10180002093.0,50.33333333333333
616,10180002146.0,23.166666666666668
617,10180002172.0,38.28571428571429
618,10180002173.0,48.66666666666667
619,10180002379.0,18.5
620,10180002419.0,17.3
621,10180002425.0,26.200000000000003
622,10183000654.0,45.0
623,10183000655.0,43.125
624,10183000656.0,36.66666666666667
625,10183000657.0,46.375
626,10183000658.0,35.0
627,10183000659.0,38.875
628,10183000662.0,40.25
629,10183000663.0,20.0
630,10183000666.0,32.0
631,10183000667.0,38.125
632,10183000668.0,44.0
633,10183000671.0,38.599999999999994
634,10183001532.0,42.33333333333333
635,10183001533.0,42.0
636,10183001534.0,35.5
637,10183001674.0,32.5
638,10183001751.0,27.25
639,10186000672.0,51.3
640,10186000673.0,33.5
641,10189000674.0,34.16666666666667
642,10189000675.0,57.5
643,10189000677.0,35.0
644,10189000678.0,34.5
645,10189000679.0,37.0
647,10192000469.0,13.125
648,10192000472.0,29.599999999999998
649,10192000483.0,36.375
650,10192000681.0,43.75
651,10192000684.0,55.0
652,10192000687.0,22.125
653,10192000689.0,33.375
654,10192000691.0,28.875
655,10192000692.0,30.125
656,10192000695.0,36.6
657,10192000696.0,37.0
658,10192000697.0,41.66666666666667
659,10192000698.0,33.5
660,10192000699.0,31.875
661,10192000701.0,17.75
662,10192000702.0,9.166666666666668
663,10192000703.0,23.0
664,10192000704.0,13.25
665,10192000705.0,39.3
666,10192000706.0,13.0
667,10192000710.0,29.5
668,10192000715.0,31.875
669,10192000716.0,31.75
670,10192000717.0,14.5
671,10192000718.0,28.2
672,10192000720.0,52.375
673,10192000724.0,20.75
674,10192000725.0,10.125
675,10192000727.0,30.0
676,10192000728.0,36.66666666666667
677,10192000729.0,53.333333333333336
678,10192000730.0,28.875
679,10192000732.0,39.5
680,10192000734.0,10.125
681,10192000735.0,27.0
682,10192000736.0,35.2
683,10192000737.0,22.375
684,10192000740.0,48.5
685,10192000744.0,32.2
686,10192000749.0,31.833333333333336
687,10192000750.0,47.5
688,10192001453.0,42.875
689,10192001542.0,33.099999999999994
690,10192001543.0,25.625
691,10192001680.0,16.666666666666668
692,10192001752.0,11.666666666666668
693,10192002079.0,40.125
694,10192002080.0,35.25
695,10192002117.0,30.8
696,10192002166.0,25.875
697,10192002174.0,45.0
698,10192002182.0,24.75
699,10192002421.0,67.9
700,10195000756.0,32.66666666666667
701,10195000757.0,43.333333333333336
702,10195001511.0,28.375
703,10195001720.0,33.125
704,10198000759.0,10.5
705,10198000760.0,22.75
706,10198001544.0,29.200000000000003
707,10201000764.0,43.4
708,10201000765.0,41.4
709,10201000767.0,43.25
710,10201000769.0,59.16666666666667
711,10201000770.0,46.25
712,10201000772.0,47.33333333333333
713,10201000773.0,55.0
714,10201000774.0,44.16666666666667
715,10201000775.0,44.875
716,10201001545.0,49.85714285714286
717,10204000776.0,19.166666666666664
718,10204000778.0,37.25
719,10204000779.0,43.625
720,10204000780.0,29.666666666666664
721,10204000781.0,36.5
722,10204000783.0,32.4
723,10204000785.0,49.5
724,10204000786.0,33.35714285714286
725,10204000787.0,36.66666666666667
726,10204000788.0,39.375
727,10204001410.0,48.33333333333333
728,10204001546.0,25.625
730,10207000284.0,47.400000000000006
731,10207000285.0,40.5
732,10207000290.0,22.5
733,10207000296.0,52.5
734,10207000486.0,44.33333333333333
735,10207000790.0,28.0
736,10207000791.0,27.625
737,10207000792.0,17.875
738,10207000793.0,37.900000000000006
739,10207000794.0,34.6
740,10207000795.0,20.7
741,10207000796.0,36.16666666666667
742,10207002188.0,45.400000000000006
743,10210000797.0,34.0
744,10210000799.0,29.900000000000002
745,10210000800.0,37.33333333333333
746,10210000802.0,51.666666666666664
747,10210000805.0,37.0
748,10210000806.0,29.333333333333332
749,10210000808.0,33.1
750,10210000810.0,40.7
751,10210001454.0,43.5
752,10210001549.0,34.83333333333333
753,10210002081.0,45.375
754,10210002164.0,31.625
755,10213000811.0,16.166666666666664
756,10213000812.0,20.0
757,10213000813.0,10.5
758,10216000815.0,20.375
759,10216000816.0,31.25
760,10216000817.0,23.125
761,10216000821.0,20.0
762,10216001635.0,16.375
763,10216001636.0,21.5
764,10216001637.0,20.125
765,10219000824.0,9.5
766,10219000826.0,14.5
767,10219000827.0,20.0
768,10219000829.0,12.0
769,10219001811.0,12.5
770,10219001863.0,15.833333333333334
771,10222000030.0,42.25
772,10222000556.0,35.5
773,10222000560.0,49.57142857142857
774,10222000566.0,46.91666666666667
775,10222000835.0,44.64285714285714
776,10222000836.0,31.833333333333336
777,10222000837.0,42.4
778,10222000838.0,45.35714285714286
779,10222000842.0,48.35714285714286
780,10222000843.0,39.166666666666664
781,10222000844.0,45.5
782,10222000846.0,47.0
783,10222000848.0,33.92857142857143
784,10222000850.0,46.66666666666667
785,10222001411.0,44.0625
786,10222001412.0,42.5
787,10222001433.0,49.16666666666667
788,10222001513.0,51.25
789,10222001683.0,28.25
790,10222001684.0,47.583333333333336
791,10222001731.0,53.75
792,10222001820.0,46.35714285714286
793,10222002082.0,47.625
794,10222002163.0,40.92857142857143
795,10222002178.0,50.4375
796,10222002376.0,50.28571428571429
797,10225000852.0,12.0
798,10225000856.0,16.666666666666668
799,10225000857.0,50.5
800,10231000861.0,52.5
801,10231000862.0,12.5
802,10231000863.0,43.333333333333336
803,10231000865.0,54.375
804,10231000866.0,30.0
805,10231000867.0,39.88095238095238
806,10231000868.0,35.0
807,10231000869.0,27.5
809,10231001455.0,42.5
810,10231001552.0,47.8
811,10231002160.0,48.33333333333333
812,10235000890.0,24.5
813,10235000891.0,12.5
814,10235000892.0,23.333333333333332
815,10237000572.0,46.75
816,10237000895.0,33.8125
817,10237000896.0,46.785714285714285
818,10237000897.0,40.91666666666667
819,10237000898.0,9.875
820,10237000899.0,26.07142857142857
821,10237000900.0,19.0
822,10237000901.0,10.75
823,10237000902.0,18.125
824,10237000904.0,44.5
825,10237000906.0,25.833333333333336
826,10237000907.0,66.0
827,10237000910.0,42.25
828,10237000911.0,70.0
829,10237000912.0,34.85714285714286
830,10237000913.0,50.21428571428571
831,10237000914.0,37.125
832,10237000915.0,36.785714285714285
833,10237000916.0,52.66666666666667
834,10237000919.0,29.0
835,10237000920.0,23.0
836,10237000922.0,37.375
837,10237000924.0,37.5
838,10237000927.0,46.0
839,10237000928.0,40.0
840,10237000930.0,30.625
841,10237000931.0,78.07142857142857
842,10237000932.0,22.375
843,10237000934.0,26.0
844,10237000935.0,23.875
845,10237000936.0,23.0
846,10237000938.0,36.33333333333333
847,10237000939.0,14.125
848,10237000940.0,19.5
849,10237000942.0,28.57142857142857
850,10237000943.0,60.7
851,10237000944.0,26.375
852,10237000946.0,15.6
853,10237000947.0,80.64285714285714
854,10237000949.0,35.625
855,10237000954.0,17.4
856,10237000955.0,32.3125
857,10237000956.0,39.5
858,10237000960.0,49.0
859,10237000961.0,32.55555555555556
860,10237000962.0,21.0
861,10237000963.0,23.75
862,10237000964.0,9.125
863,10237000965.0,42.0
864,10237000966.0,39.1
865,10237000968.0,22.0
866,10237000969.0,9.625
867,10237000970.0,32.42857142857143
868,10237000989.0,22.5625
869,10237000990.0,26.785714285714285
870,10237000992.0,31.625
871,10237001028.0,25.125
872,10237001030.0,24.375
873,10237001038.0,20.0
874,10237001435.0,44.25
875,10237001436.0,46.64285714285714
876,10237001437.0,33.83333333333333
877,10237001438.0,35.35714285714286
878,10237001516.0,43.5
879,10237001556.0,27.625
880,10237001559.0,53.4375
881,10237001560.0,40.1
882,10237001595.0,31.099999999999998
883,10237001605.0,35.0
884,10237001617.0,20.125
885,10237001618.0,16.625
886,10237001619.0,45.07142857142857
887,10237001620.0,47.400000000000006
888,10237001686.0,20.0
889,10237001688.0,24.857142857142858
890,10237001689.0,50.0
891,10237001732.0,41.714285714285715
892,10237001775.0,19.5
893,10237001813.0,52.85714285714286
894,10237002083.0,44.14285714285714
895,10237002136.0,31.083333333333336
896,10237002168.0,46.714285714285715
897,10237002202.0,43.5
898,10237002208.0,64.58333333333333
899,10240000973.0,11.166666666666668
900,10240000975.0,35.2
901,10240000979.0,16.666666666666664
902,10240000980.0,28.5
903,10240000981.0,20.5
904,10240000983.0,16.0
905,10240001562.0,46.5
906,10243000504.0,41.5
907,10243000512.0,30.0
908,10243000991.0,58.9
909,10243000993.0,20.3
910,10243000995.0,13.9
911,10243000996.0,35.375
912,10243000998.0,30.125
913,10243001001.0,16.125
914,10243001004.0,27.200000000000003
915,10243001006.0,37.25
916,10243001007.0,20.25
917,10243001008.0,22.0
918,10243001009.0,32.8
919,10243001010.0,12.833333333333334
920,10243001011.0,25.0
921,10243001012.0,43.0
922,10243001013.0,60.83333333333333
923,10243001014.0,81.4
924,10243001015.0,23.9
925,10243001016.0,32.1
926,10243001017.0,23.166666666666664
927,10243001021.0,21.4
928,10243001022.0,20.4
929,10243001024.0,18.5
930,10243001025.0,13.25
931,10243001027.0,58.75
932,10243001031.0,30.416666666666664
933,10243001034.0,30.0
934,10243001035.0,10.125
935,10243001036.0,16.5
936,10243001037.0,17.5
937,10243001039.0,35.400000000000006
938,10243001101.0,31.5
939,10243001105.0,24.125
940,10243001111.0,13.3
941,10243001392.0,27.1
942,10243001417.0,78.75
943,10243001439.0,20.125
944,10243001457.0,41.75
945,10243001458.0,34.75
946,10243001459.0,37.083333333333336
947,10243001524.0,24.5
948,10243001563.0,23.2
949,10243001564.0,31.875
950,10243001691.0,13.333333333333334
951,10243001776.0,66.41666666666666
952,10243001777.0,24.125
953,10243002084.0,48.5
954,10243002151.0,45.666666666666664
955,10243002152.0,34.85714285714286
956,10243002214.0,20.25
957,10248000202.0,44.875
958,10248000204.0,40.83333333333333
959,10248000212.0,33.7
960,10248000574.0,36.8
961,10248001041.0,46.5
962,10248001042.0,18.5
963,10248001043.0,40.0
964,10248001044.0,35.333333333333336
965,10248001046.0,29.833333333333332
966,10248001048.0,21.25
967,10248001050.0,15.0
968,10248001051.0,37.833333333333336
969,10248001052.0,23.75
970,10248001440.0,47.6
971,10248001696.0,27.166666666666664
972,10248001864.0,23.25
973,10248001871.0,39.3
974,10249001053.0,63.0
975,10249001054.0,89.5
976,10249001055.0,68.0
977,10249001056.0,63.0
978,10249001057.0,58.25
979,10249001058.0,68.0
980,10252001059.0,50.14285714285714
981,10252001062.0,38.8
982,10252001424.0,52.785714285714285
